古树名木类别,调查号,树种中文名,消失古树,树种拉丁名,科,属,乡镇名称,村名称,小地名,位置,横坐标,纵坐标,分布,权属,真实树龄,估测树龄,古树等级,树高,胸围,平均冠幅,东西冠幅,南北冠幅,海拔,坡向,坡度,坡位,土壤名称,生长势,生长环境,影响生长环境因素,现存状态,古树历史,管护人单位,管护人,树木特殊状况描述,树种鉴定记载,地上保护现状,养护复壮现状,照片（照片名称，逗号分隔）,图片说明,调查人,调查日期,审核人,审核日期,特征编码,名木类别,名木栽植人,名木栽植时间,备注,,,
古树,14609,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,后山镇,天顺村委会,桂花桥,乡村,108.0645900,30.7982000,散生,集体,125,125,三级,18,180,9,10,8,535,北,5,下部,黄壤,正常株,良好,无,无,无,后山镇天顺村,后山镇天顺村,无,无,"避雷针,","其它,",,外面一株是树桂花，众中不好拍照。,彭川河,2017-05-26,蔡孔瑜,2018-05-04,1 3 1201 0125 180 0180 009 1 1,纪念树,,2018-05-19,,,,
古树,14610,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,后山镇,天缘村委会,大河沟碗厂,乡村,108.1100200,30.7987000,散生,集体,135,135,三级,21,160,7,7,8,925,南,20,山谷,黄壤,正常株,良好,无,无,无,后山镇天缘村,后山镇天缘村,无,无,"避雷针,","其它,",,山谷岩石上无法走近拍照。,彭川河,2017-05-26,蔡孔瑜,2018-05-04,1 3 1507 0135 210 0160 007 1 1,纪念树,,2018-05-19,,,,
古树,14701,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,新袁村委会,新元乡政府内,乡村,108.0632900,30.8744000,散生,集体,205,205,三级,15,590,17,16,18,540,东南,5,平底,黄壤,正常株,良好,无,无,无,弹子镇新袁村,弹子镇新袁村,树干三分枝,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0205 150 0590 017 1 1,纪念树,,2018-05-19,,,,
古树,14702,桂花,,Osmanthus fragrans (Thunb.) Lour.,木犀科,木犀属,弹子镇,新袁村委会,新元乡政府内,乡村,108.0633000,30.8744000,散生,集体,110,110,三级,6,70,7,8,7,540,东南,5,平底,黄壤,正常株,良好,无,无,无,弹子镇新袁村,弹子镇新袁村,树干双分枝,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 1591 0110 060 0070 007 1 1,纪念树,,2018-05-19,,,,
古树,14703,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,弹子路5号门前,乡村,108.0006000,30.8548000,散生,集体,195,195,三级,15,410,11,10,13,265,西南,20,下部,黄壤,衰弱株,良好,无,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0195 150 0410 011 2 1,纪念树,,2018-05-19,,,,
古树,14704,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,张凤菊屋前桥边,乡村,108.0045900,30.8574900,散生,集体,165,165,三级,10,310,9,9,10,250,东,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0165 100 0310 009 2 1,纪念树,,2018-05-19,,,,
古树,14705,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,胡芦伟屋前河边,乡村,108.0044900,30.8577900,散生,集体,135,135,三级,13,345,11,12,11,250,东,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0135 130 0345 011 2 1,纪念树,,2018-05-19,,,,
古树,14706,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,文化站前河边,乡村,108.0044900,30.8579900,散生,集体,145,145,三级,14,370,10,12,9,240,东,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0145 140 0370 010 2 1,纪念树,,2018-05-19,,,,
古树,14707,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,文化站前河边,乡村,108.0045000,30.8581000,散生,集体,145,145,三级,14,360,10,13,8,250,东,5,下部,黄壤,衰弱株,良好,无,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0145 140 0360 010 2 1,纪念树,,2018-05-19,,,,
古树,14708,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,文化站前河边,乡村,108.0044900,30.8580900,散生,集体,145,145,三级,14,370,10,11,9,250,东,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0145 140 0370 010 2 1,纪念树,,2018-05-19,,,,
古树,14709,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,文化站前河边,乡村,108.0044900,30.8580900,散生,集体,145,145,三级,14,430,12,13,11,250,东,5,下部,黄壤,衰弱株,良好,无,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0145 140 0430 012 2 1,纪念树,,2018-05-19,,,,
古树,14710,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,小庙儿,乡村,108.0020000,30.8644000,散生,集体,165,165,三级,13,360,10,11,10,330,西,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0165 130 0360 010 2 1,纪念树,,2018-05-19,,,,
古树,14711,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,小庙儿,乡村,108.0019900,30.8643800,散生,集体,165,165,三级,16,380,9,10,9,330,西,5,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0165 160 0380 009 2 1,纪念树,,2018-05-19,,,,
古树,14712,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,松树梁,乡村,108.0044800,30.8734600,散生,个人,100,100,三级,15,380,16,17,16,480,西南,20,中部,黄壤,正常株,良好,无,遗漏树木,无,何学武,何学武,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-14,蔡孔瑜,2018-05-06,1 3 2110 0100 150 0380 016 1 1,纪念树,,2018-05-19,,,,
古树,14713,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,凉水井大路边,乡村,108.0013700,30.8697700,散生,集体,135,135,三级,7,280,9,11,8,340,西,20,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0135 070 0280 009 2 1,纪念树,,2018-05-19,,,,
古树,14714,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,锁口岩路上边,乡村,108.0010900,30.8709800,散生,集体,115,115,三级,9,310,10,10,11,350,东,20,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0115 090 0310 010 2 1,纪念树,,2018-05-19,,,,
古树,14715,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,三坝村委会,锁口岩河边,乡村,108.0008900,30.8707800,散生,集体,115,115,三级,6,300,5,5,5,350,西,20,下部,黄壤,衰弱株,良好,土壤贫瘠，岩石裸露,无,无,弹子镇三坝村,弹子镇三坝村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0115 060 0300 005 2 1,纪念树,,2018-05-19,,,,
古树,14716,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,龙峡村委会,余定志屋前,乡村,108.0216000,30.8664000,散生,集体,115,115,三级,12,310,10,11,10,265,南,5,下部,黄壤,衰弱株,差,土壤贫瘠，岩石裸露,无,无,弹子镇龙峡村,弹子镇龙峡村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0115 120 0310 010 2 3,纪念树,,2018-05-19,,,,
古树,14717,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,龙峡村委会,李启成老屋基,乡村,108.0231900,30.8760900,散生,集体,255,255,三级,12,560,14,16,13,350,南,40,中部,黄壤,衰弱株,良好,无,无,无,弹子镇龙峡村,弹子镇龙峡村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0255 120 0560 014 2 1,纪念树,,2018-05-19,,,,
古树,14718,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,龙峡村委会,李启成老屋基,乡村,108.0243500,30.8762400,散生,集体,100,100,三级,10,260,9,11,7,300,南,40,中部,黄壤,衰弱株,良好,无,遗漏树木,无,弹子镇龙峡村,弹子镇龙峡村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0100 100 0260 009 2 1,纪念树,,2018-05-19,,,,
古树,14719,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,龙峡村委会,李启成老屋基,乡村,108.0243500,30.8761800,散生,集体,100,100,三级,8,240,7,6,9,350,南,40,中部,黄壤,衰弱株,良好,无,遗漏树木,无,弹子镇龙峡村,弹子镇龙峡村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0100 080 0240 007 2 1,纪念树,,2018-05-19,,,,
古树,14720,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,关家村委会,五通场,乡村,108.0569900,30.8885900,散生,集体,115,115,三级,14,410,18,21,16,235,北,5,下部,黄壤,衰弱株,良好,无,无,无,弹子镇关家村,弹子镇关家村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0115 140 0410 018 2 1,纪念树,,2018-05-19,,,,
古树,14721,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,人和村委会,青冈包,乡村,108.0068900,30.8461900,散生,集体,155,155,三级,10,390,14,15,13,355,西南,20,脊部,黄壤,衰弱株,良好,无,无,无,弹子镇人和村,弹子镇人和村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-13,蔡孔瑜,2018-05-06,1 3 2110 0155 100 0390 014 2 1,纪念树,,2018-05-19,,,,
古树,14722,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9914900,30.8346900,散生,集体,165,165,三级,17,480,20,24,16,360,东北,10,中部,黄壤,衰弱株,良好,无,无,无,弹子镇插旗村,弹子镇插旗村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0165 170 0480 020 2 1,纪念树,,2018-05-19,,,,
古树,14723,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9911600,30.8349600,散生,集体,165,165,三级,13,450,11,10,13,360,东北,10,中部,黄壤,衰弱株,良好,无,无,无,弹子镇插旗村,弹子镇插旗村,树干双分枝。,无,"避雷针,","其它,",,,谭述兵,2017-04-26,蔡孔瑜,2018-05-06,1 3 2110 0165 130 0450 011 2 1,纪念树,,2018-05-19,,,,
古树,14724,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9910700,30.8348700,散生,集体,165,165,三级,16,480,11,11,12,360,东北,10,中部,黄壤,衰弱株,差,土壤贫瘠，岩石裸露,无,无,弹子镇插旗村,弹子镇插旗村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0165 160 0480 011 2 3,纪念树,,2018-05-19,,,,
古树,14725,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9911900,30.8348900,散生,集体,160,160,三级,12,380,10,10,11,360,东北,10,中部,黄壤,衰弱株,差,土壤贫瘠，岩石裸露,无,无,弹子镇插旗村,弹子镇插旗村,无,无,"避雷针,","其它,",,,谭述兵,2017-04-26,蔡孔瑜,2018-05-06,1 3 2110 0160 120 0380 010 2 3,纪念树,,2018-05-19,,,,
古树,14726,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9913000,30.8349000,散生,集体,165,165,三级,14,460,12,10,15,360,东北,10,中部,黄壤,衰弱株,差,土壤贫瘠，岩石裸露,无,无,弹子镇插旗村,弹子镇插旗村,无,无,"避雷针,","其它,",,无,谭述兵,2017-04-26,蔡孔瑜,2018-05-06,1 3 2110 0165 140 0460 012 2 3,纪念树,,2018-05-19,,,,
古树,14727,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9912000,30.8349000,散生,集体,165,165,三级,15,390,12,13,12,360,东北,10,中部,黄壤,衰弱株,良好,无,无,无,弹子镇插旗村,弹子镇插旗村,树干双分枝。,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0165 150 0390 012 2 1,纪念树,,2018-05-19,,,,
古树,14728,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,谭家梁,乡村,107.9912900,30.8348900,散生,集体,165,165,三级,16,490,16,16,16,360,东北,10,中部,黄壤,衰弱株,良好,无,无,无,弹子镇插旗村,弹子镇插旗村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0165 160 0490 016 2 1,纪念树,,2018-05-19,,,,
古树,14729,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,插旗村委会,简槽梁,乡村,107.9929900,30.8320800,散生,集体,165,165,三级,17,530,13,16,11,360,西,20,下部,黄壤,衰弱株,良好,无,无,无,弹子镇插旗村,弹子镇插旗村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0165 170 0530 013 2 1,纪念树,,2018-05-19,,,,
古树,14730,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,关家村委会,钓鱼台,乡村,108.0360900,30.8742900,散生,集体,155,155,三级,12,370,9,9,9,255,西,5,下部,黄壤,正常株,良好,无,无,无,弹子镇关家村,弹子镇关家村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0155 120 0370 009 1 1,纪念树,,2018-05-19,,,,
古树,14731,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,龙峡村委会,佛二岩,乡村,108.0303900,30.8758900,散生,集体,215,215,三级,10,350,8,8,9,255,东,20,下部,黄壤,衰弱株,差,植物，周围竹林影响生长,无,无,弹子镇龙峡村,弹子镇龙峡村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0215 100 0350 008 2 3,纪念树,,2018-05-19,,,,
古树,14732,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,关家村委会,谭家湾,乡村,108.0677900,30.8927900,散生,集体,205,205,三级,15,690,16,16,16,320,西北,20,脊部,黄壤,正常株,良好,无,无,无,弹子镇关家村,弹子镇关家村,树干六分枝,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0205 150 0690 016 1 1,纪念树,,2018-05-19,,,,
古树,14733,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,黄龙村委会,庙梁子,乡村,107.9744900,30.8419800,散生,集体,155,155,三级,15,360,18,19,18,485,东南,20,上部,黄壤,正常株,良好,无,无,无,弹子镇黄龙村,弹子镇黄龙村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0155 150 0360 018 1 1,纪念树,,2018-05-19,,,,
古树,14734,黄荆,,Vitex negundo Linn. ,马鞭草科,牡荆属,弹子镇,黄龙村委会,老院子,乡村,107.9665800,30.8463800,散生,集体,115,115,三级,12,113,7,6,9,525,东南,5,下部,黄壤,正常株,良好,植物，周围竹林影响生长,无,无,弹子镇黄龙村,弹子镇黄龙村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 1631 0115 120 0113 007 1 1,纪念树,,2018-05-19,,,,
古树,14735,黄荆,,Vitex negundo Linn. ,马鞭草科,牡荆属,弹子镇,黄龙村委会,老院子,乡村,107.9677100,30.8464700,散生,集体,115,115,三级,10,85,6,5,8,525,东南,5,下部,黄壤,正常株,差,植物，周围竹林影响生长,遗漏树木,无,弹子镇黄龙村,弹子镇黄龙村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 1631 0115 100 0085 006 1 3,纪念树,,2018-05-19,,,,
古树,14736,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,弹子镇,黄龙村委会,观音岩,乡村,107.9736700,30.8515800,散生,集体,155,155,三级,15,330,7,7,7,375,东,40,中部,黄壤,衰弱株,良好,无,无,无,弹子镇黄龙村,弹子镇黄龙村,无,无,"避雷针,","其它,",,无,谭述兵,2017-05-12,蔡孔瑜,2018-05-06,1 3 2110 0155 150 0330 007 2 1,纪念树,,2018-05-19,,,,
古树,14802,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,长岭镇,响滩社区居委会,寨垭口,乡村,108.5313100,30.7784000,散生,集体,145,145,三级,16,520,12,12,13,395,北,5,上部,紫色土,正常株,良好,虫害,无,无,长岭镇响滩社区5组,长岭镇响滩社区5组,无,无,"避雷针,","其它,",,电力公司砍掉部分树干,熊国鹏,2017-05-09,蔡孔瑜,2018-05-04,1 3 1201 0145 160 0520 012 1 1,纪念树,,2018-05-19,,,,
古树,14804,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,响滩社区居委会,岩口,乡村,108.5268500,30.7799000,散生,集体,125,125,三级,20,375,13,14,12,310,西北,10,山谷,紫色土,正常株,良好,无,无,无,长岭镇响滩社区4组,长岭镇响滩社区4组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0125 200 0375 013 1 1,纪念树,,2018-05-19,,,,
古树,14806,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,立苇村委会,铁锁桥,乡村,108.4972100,30.7633800,散生,集体,165,165,三级,16,315,12,12,12,350,西,5,山谷,紫色土,正常株,良好,无,无,无,长岭镇立苇村1组,长岭镇立苇村1组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0165 160 0315 012 1 1,纪念树,,2018-05-19,,,,
古树,14810,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,长岭岗社区居委会,郎家院子,乡村,108.4958000,30.7621100,散生,集体,155,155,三级,17,490,18,19,18,380,东北,5,中部,紫色土,正常株,良好,生产活动，群众在树下烧灰,无,无,长岭镇长岭岗社区3组,长岭镇长岭岗社区3组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0155 170 0490 018 1 1,纪念树,,2018-05-19,,,,
古树,14811,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,长岭岗社区居委会,郎家石板,乡村,108.4971200,30.7624100,散生,集体,185,185,三级,20,530,24,25,24,365,东北,5,脊部,紫色土,正常株,良好,无,无,无,长岭镇长岭岗社区3组,长岭镇长岭岗社区3组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0185 200 0530 024 1 1,纪念树,,2018-05-19,,,,
古树,14812,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,长岭岗社区居委会,蔡家湾,乡村,108.4946600,30.7602600,散生,集体,105,105,三级,17,520,19,20,19,425,北,5,中部,紫色土,正常株,良好,无,无,无,长岭镇长岭岗社区3组,长岭镇长岭岗社区3组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0105 170 0520 019 1 1,纪念树,,2018-05-19,,,,
古树,14813,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,长岭岗社区居委会,大坝,乡村,108.4907100,30.7580400,散生,集体,135,135,三级,15,116,18,18,18,435,西北,5,中部,紫色土,正常株,良好,无,无,无,长岭镇长岭岗社区2组,长岭镇长岭岗社区2组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0135 150 0116 018 1 1,纪念树,,2018-05-19,,,,
古树,14814,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,长岭镇,长岭岗社区居委会,大坝,乡村,108.4900600,30.7581600,散生,集体,135,135,三级,21,315,17,18,17,435,西北,5,中部,紫色土,正常株,良好,无,无,无,长岭镇长岭岗社区2组,长岭镇长岭岗社区2组,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-23,蔡孔瑜,2018-05-04,1 3 2110 0135 210 0315 017 1 1,纪念树,,2018-05-19,,,,
